blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueBarons,blueHordes,blueTowersDestroyed,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff
0,48,4,1,15,35,25,0,0,0,2,2,85,-8879,-11861
1,48,3,1,33,23,43,1,0,0,0,10,82,10328,4123
1,74,23,0,23,22,49,1,1,0,3,8,90,390,3610
0,54,36,0,6,19,15,0,0,0,3,1,94,-10722,-16881
0,52,23,1,15,38,19,0,0,0,6,0,84,-16984,-17021
0,43,11,1,8,20,12,1,1,0,3,3,105,-8526,-8145
0,68,34,1,25,27,42,3,0,0,3,6,137,-5155,-10018
0,25,8,0,11,19,11,0,0,0,0,0,74,-6032,-4183
0,58,32,0,12,24,23,1,0,0,0,1,97,-7187,-9768
0,84,24,0,28,36,54,2,0,0,0,6,158,-9437,-13434
0,4,0,0,1,8,1,0,0,0,1,0,18,-3484,-2201
1,66,32,1,36,36,70,3,0,1,0,8,144,2203,1774
0,64,13,0,13,30,19,0,0,0,4,2,111,-14529,-14806
0,50,16,1,19,38,31,1,0,0,0,2,84,-13061,-13774
0,64,15,0,23,33,39,1,0,0,6,4,71,-9025,-10931
1,73,18,0,46,27,84,1,1,1,3,9,124,13526,12443
0,66,13,0,17,42,25,1,0,0,2,4,118,-9818,-15568
0,3,0,0,0,1,0,0,0,0,0,0,0,-574,-24
0,31,7,0,5,18,5,1,0,0,0,0,71,-8042,-3558
0,41,17,0,13,26,18,1,0,0,6,3,103,-6419,-7569
0,52,16,0,8,31,14,1,0,0,1,2,101,-12905,-13990
1,47,8,1,45,11,52,1,0,0,5,4,95,17228,10686
0,69,32,0,12,18,20,0,0,0,0,1,135,-4967,-5931
1,48,13,0,25,18,53,0,0,1,4,7,106,6557,7231
1,29,12,1,15,7,11,2,0,0,6,2,85,5524,4228
1,58,41,0,36,28,58,2,0,1,1,7,73,2074,9273
0,87,32,1,33,26,51,0,0,1,3,2,104,-6892,-8231
0,61,19,1,14,36,19,0,1,0,2,2,114,-14132,-15835
1,65,29,1,45,25,65,4,1,2,3,10,137,9420,13846
1,64,26,1,37,36,58,1,0,1,3,5,152,6461,10688
0,48,17,0,8,17,13,1,0,0,0,2,91,-7750,-9958
1,85,18,0,34,35,60,1,1,2,3,11,119,259,-2799
0,94,37,1,24,30,45,2,1,0,0,7,132,-4065,-9928
0,86,25,0,34,38,65,0,0,1,6,5,118,-2960,-2683
0,40,10,1,11,20,12,0,1,0,3,0,83,-7544,-5860
1,60,22,0,24,29,44,1,1,1,4,8,124,8928,9778
1,98,31,0,32,21,58,4,0,2,0,10,179,11047,18157
1,61,25,0,24,20,41,3,1,1,1,9,119,8530,11257
1,56,16,1,26,11,35,3,1,0,4,5,97,9424,7914
1,42,20,0,23,14,23,0,1,0,3,4,95,6370,6693
1,47,13,0,31,23,43,0,1,0,3,3,74,5604,5869
0,78,20,0,21,46,46,1,0,0,1,2,87,-16494,-12749
1,57,21,1,20,12,29,3,1,0,2,5,71,3264,2323
0,62,19,0,30,46,41,0,1,0,6,5,121,-9714,-13684
1,74,18,1,24,8,55,1,1,0,6,4,104,7888,5901
1,44,15,0,22,10,39,1,1,0,2,7,107,9148,6246
1,54,18,0,34,32,71,2,1,1,0,11,135,8232,8486
0,129,44,0,28,47,53,0,1,0,6,3,179,-14137,-16198
1,68,18,1,33,15,69,2,0,1,5,5,116,10174,15216
1,40,13,0,18,9,27,1,1,0,4,2,85,2279,1873
0,56,19,1,12,34,18,0,1,0,0,4,123,-9827,-12691
1,49,13,1,26,18,36,1,1,1,6,9,110,8938,5381
0,94,38,1,22,28,44,2,0,0,4,3,129,-3443,-6209
0,62,38,1,22,33,30,2,0,0,4,2,115,-8561,-10977
1,73,23,0,32,18,51,1,1,0,1,7,103,6365,3272
0,51,12,0,17,33,36,0,0,0,3,0,104,-15121,-16747
0,131,48,1,40,45,55,4,1,0,3,4,146,-15546,-21271
1,100,35,1,31,30,51,3,1,2,2,10,206,8121,14455
0,59,14,1,25,37,29,2,0,0,5,3,88,-7192,-5271
1,71,21,1,32,17,33,1,1,0,6,10,102,7884,8080
0,91,30,0,33,32,57,2,0,0,0,3,159,-5618,-6655
0,27,6,0,8,22,5,0,0,0,0,0,66,-9016,-6988
0,26,5,0,5,15,2,1,0,0,4,0,70,-6691,-2843
0,43,17,0,14,27,21,0,0,0,0,0,96,-10306,-4607
0,69,23,0,21,27,20,1,1,0,6,4,125,-4443,-6105
1,61,21,1,48,26,65,1,1,1,4,11,79,17248,14286
0,37,14,0,7,25,9,0,0,0,1,1,81,-9002,-8118
1,48,16,1,31,14,62,3,1,1,6,6,128,10987,10848
0,72,21,0,23,38,39,0,0,0,3,4,136,-9110,-11998
0,89,41,0,34,36,41,2,1,0,4,9,183,-6464,-11087
1,69,21,1,48,28,70,2,0,0,2,7,104,6730,4627
1,63,20,1,45,25,67,2,1,1,6,10,146,9938,9905
1,66,26,0,37,16,73,4,0,2,3,10,153,15431,18278
0,75,32,1,32,30,45,4,1,0,0,4,129,-5899,-8756
0,69,25,0,20,41,42,2,1,0,4,3,110,-10582,-7526
1,87,36,0,36,33,59,2,0,2,3,9,138,6893,13782
1,57,26,0,38,25,70,4,0,2,0,8,147,9114,11143
1,41,11,0,23,5,28,0,0,0,4,5,85,13015,10140
0,87,52,0,26,41,41,3,1,0,4,2,165,-9866,-12400
0,40,17,1,18,34,24,0,0,0,3,2,112,-13191,-12111
1,45,12,0,27,15,36,2,1,0,6,10,104,16260,11226
1,54,36,0,33,35,51,3,0,1,4,8,103,4016,7343
1,95,34,1,33,28,83,3,1,1,3,9,119,4124,-7438
0,78,34,1,29,41,48,1,0,0,4,4,116,-9909,-19265
1,66,36,0,31,26,46,3,1,2,3,9,147,4612,4188
1,44,21,1,19,10,23,1,1,0,1,2,81,4628,3042
1,85,33,1,21,15,41,1,1,1,6,10,149,8579,4305
1,70,36,1,31,19,48,1,1,1,6,9,122,9300,10388
0,34,4,0,6,18,5,0,0,0,0,0,71,-6407,-3793
0,57,18,1,16,28,33,0,0,0,5,2,105,-10676,-9703
1,44,15,1,22,4,36,2,1,0,2,9,64,12805,4608
0,62,11,0,20,27,35,1,1,0,2,2,115,-10390,-15158
0,59,15,1,14,25,25,0,0,1,0,2,115,-9985,-4485
0,57,20,0,10,22,9,0,0,0,2,2,77,-11556,-11529
0,72,22,0,16,26,25,1,0,0,4,2,124,-9355,-7941
1,71,42,0,37,25,65,3,1,1,6,10,140,8051,9481
0,34,9,0,16,28,27,0,0,0,1,0,96,-11185,-10564
0,56,19,0,9,25,8,1,0,0,4,2,79,-11154,-10013
0,101,21,1,21,27,31,1,0,0,6,5,115,-5326,-6301
0,103,31,0,50,35,96,3,0,1,5,10,206,-202,-280
1,86,33,1,40,20,61,3,0,2,1,6,132,6614,15938
0,14,2,0,0,6,0,0,0,0,0,0,49,-3889,-3064
0,49,21,1,17,34,27,2,0,0,2,3,95,-11588,-9102
0,87,35,0,33,37,51,1,1,1,2,6,167,-344,-1183
0,61,17,0,17,38,25,0,0,0,3,2,108,-13344,-17028
0,65,11,0,21,29,30,0,1,0,6,4,99,-9812,-13945
0,44,11,0,20,26,19,0,0,0,6,3,67,-7658,-7657
1,49,30,0,31,11,46,3,0,1,2,9,118,12590,13750
1,59,16,0,26,20,59,0,1,1,4,7,117,6614,6865
1,106,41,0,30,24,67,3,0,3,3,11,232,11282,13623
1,31,10,0,9,8,10,2,1,0,6,2,87,3736,4024
0,75,13,1,34,35,51,4,1,1,2,5,155,-2562,-9732
1,43,13,1,33,23,44,3,1,1,3,9,163,11858,15384
0,61,34,0,20,35,35,0,1,0,1,2,147,-11747,-11487
0,31,1,0,2,16,3,0,0,0,0,0,72,-11649,-7165
0,71,22,0,21,33,38,0,0,0,3,3,98,-10032,-11305
1,88,39,1,38,29,78,3,0,1,6,7,175,-149,4922
0,96,44,1,41,40,77,2,0,0,4,3,161,-8777,-18985
1,73,30,0,45,22,63,3,1,1,4,7,116,9186,17379
0,53,14,0,14,25,12,0,0,0,1,1,82,-12377,-11408
0,62,19,1,33,38,43,1,1,0,6,3,96,-8058,-13115
0,52,13,0,29,36,37,1,0,1,6,3,81,-5783,-4064
0,65,27,0,29,48,34,2,1,0,4,3,135,-11885,-19195
1,73,16,1,32,15,52,2,1,1,5,11,148,13585,14819
1,74,32,0,32,36,68,1,1,0,0,7,146,-297,175
1,49,23,1,33,20,49,2,0,1,6,11,157,14734,6729
0,54,12,1,13,40,19,0,0,0,0,2,83,-14607,-15315
1,53,30,1,24,22,33,1,1,1,6,5,105,6276,7591
0,125,50,0,39,58,51,2,0,1,1,9,148,-11996,-16598
0,88,24,0,16,30,27,1,0,1,0,3,146,-8565,-11565
1,90,41,1,30,14,38,4,1,1,6,6,132,6054,4867
1,60,30,1,35,23,68,4,1,1,5,9,106,9395,10630
1,35,13,0,21,12,22,1,1,0,0,3,89,3911,5167
0,81,26,1,26,28,35,2,1,0,4,6,126,-7237,-12910
0,100,16,1,37,29,48,3,0,0,6,7,148,-1767,-7273
0,70,13,0,32,50,45,1,1,0,3,3,89,-13068,-15157
1,74,27,1,25,20,38,2,1,1,6,10,127,7836,6075
1,70,24,1,34,33,49,2,1,0,3,9,144,5178,1477
0,73,21,1,28,25,40,2,1,0,3,3,148,-2351,-544
1,56,25,1,47,24,65,2,1,1,2,11,97,14057,15807
0,94,18,0,26,32,49,0,1,1,6,5,111,-5267,-5355
1,107,44,0,34,24,55,2,1,1,0,9,184,8797,12224
1,52,21,1,25,11,58,2,0,0,2,8,104,14905,10225
1,42,16,0,22,7,28,1,1,0,0,6,90,12978,10241
1,47,21,0,28,11,41,1,1,0,6,11,105,14491,9094
1,60,9,0,35,16,51,3,1,0,0,9,138,8465,10673
0,109,54,1,21,27,21,3,1,1,3,6,171,-1565,-134
0,66,18,1,31,31,28,1,1,0,3,4,138,-9929,-10574
1,49,14,0,22,12,27,2,1,0,6,6,70,4654,5749
0,46,14,1,14,30,17,0,0,0,4,2,106,-6797,-4188
0,57,21,1,17,31,21,1,1,0,4,3,91,-9746,-13072
1,101,29,1,31,25,54,3,0,2,0,8,210,10088,17270
0,39,6,0,5,21,5,0,0,0,0,0,96,-11972,-7679
1,82,32,1,45,34,58,1,1,1,3,10,182,9809,7073
1,56,18,1,26,18,38,2,0,1,6,9,172,13147,7822
0,33,5,0,10,29,8,0,0,0,0,1,45,-5618,-4969
0,67,34,1,24,36,34,0,0,0,0,2,135,-7682,-12202
1,55,10,1,31,11,41,2,0,1,5,10,83,13886,11240
0,54,20,0,14,33,17,0,1,0,3,2,120,-13857,-16738
0,32,3,0,15,27,14,0,1,0,2,2,71,-4301,-3761
0,25,8,1,10,23,9,0,0,0,3,0,69,-7001,-3629
1,79,26,1,25,19,41,2,1,1,1,11,158,7088,4361
0,97,23,0,27,33,65,1,0,0,3,2,124,-10828,-7740
0,94,30,0,19,23,27,1,1,0,1,5,146,-8005,-16610
0,63,25,1,26,30,46,1,1,1,3,4,111,-2519,-4793
1,81,17,1,25,19,24,2,1,1,3,8,138,5697,4464
0,67,21,0,21,35,40,1,0,0,3,3,143,-8932,-8181
0,54,16,0,18,33,17,0,0,0,3,2,106,-11624,-13566
0,39,9,0,5,21,11,0,0,0,1,2,68,-11213,-10650
0,90,18,0,34,39,59,2,0,2,0,6,160,-4035,441
1,53,27,0,43,29,68,2,1,1,1,10,144,11231,11303
1,58,16,1,30,16,51,0,1,1,3,6,101,9310,8497
1,70,15,1,54,42,70,4,1,1,6,9,143,6793,4936
1,62,28,1,35,17,60,4,1,1,0,10,129,8923,10255
1,60,8,0,34,18,70,1,1,1,2,10,111,13619,12101
0,49,17,1,20,37,30,0,0,0,0,2,112,-11804,-16362
0,69,33,1,14,25,17,2,0,0,6,4,81,-10613,-11832
1,62,19,0,26,19,45,1,0,1,3,8,127,8327,9494
1,85,20,1,31,19,54,2,1,1,3,7,146,6786,10190
1,56,23,0,30,27,64,3,0,1,0,5,96,6797,9596
1,41,14,1,43,30,65,1,1,1,6,8,112,12876,14644
0,74,34,0,41,44,58,3,1,0,4,6,168,-5131,-6554
1,64,22,0,30,21,35,4,1,1,4,8,132,7515,7450
1,78,32,1,49,28,80,2,1,2,1,10,139,10344,10998
0,47,17,0,14,33,22,1,0,0,0,1,98,-14058,-14592
1,34,9,1,17,2,22,2,0,0,6,4,83,11807,6082
1,66,26,1,32,15,52,3,1,1,0,10,155,12050,13435
0,65,25,1,20,35,31,0,1,1,5,6,143,2876,2609
1,90,25,1,38,25,71,3,1,1,3,10,140,8313,8405
0,55,12,0,15,38,12,1,0,0,5,2,101,-14449,-18399
1,58,19,1,34,23,51,3,1,1,3,10,122,12953,12585
0,72,40,0,39,44,70,1,1,3,0,8,175,491,3085
0,25,4,1,3,16,1,0,0,0,0,0,37,-13740,-8776
0,85,26,0,44,54,77,3,0,1,0,10,133,-6802,-19059
0,43,19,0,12,28,18,1,1,0,2,3,92,-13485,-14121
0,74,18,0,23,31,31,3,1,0,0,4,90,-10990,-10994
0,58,16,1,25,34,44,0,0,0,2,0,113,-12560,-13462
0,61,24,1,31,36,21,0,1,0,5,5,127,-9345,-11898
1,70,25,0,41,31,66,2,1,1,0,10,118,5602,8203
1,72,30,1,36,37,72,2,0,2,3,5,95,4560,18453
0,91,41,0,26,29,32,5,1,0,1,3,139,-5277,-8402
0,83,33,0,21,26,39,2,1,0,6,6,189,-2708,-6315
1,54,21,1,31,18,52,1,0,0,6,3,104,7182,6995
0,71,26,0,26,34,43,0,0,1,6,6,114,-3579,-2027
0,33,6,0,5,22,7,0,0,0,3,0,62,-8600,-6175
1,48,25,0,29,17,46,2,1,1,5,8,112,14100,11342
0,57,19,1,17,31,19,1,1,0,6,2,72,-10242,-14720
1,78,16,0,53,27,70,4,1,1,5,10,150,14575,9226
1,38,4,0,32,11,28,1,1,0,5,11,84,17385,13866
1,89,19,1,38,26,74,0,0,1,1,7,118,7515,6782
0,74,23,0,45,41,88,2,1,1,0,8,115,-2101,-2703
0,39,11,0,34,55,26,1,0,0,1,4,110,-13823,-15182
1,56,25,1,42,23,66,1,1,1,6,9,99,8588,8030
1,1,0,0,0,0,0,0,0,0,0,0,2,118,464
0,54,18,1,20,28,34,0,0,0,2,2,104,-6908,-7893
0,46,27,0,27,36,33,0,1,0,3,2,132,-8534,-9488
1,66,26,0,35,24,47,2,1,1,3,9,77,8060,11076
0,57,6,1,29,44,40,1,1,0,2,5,107,-12037,-14659
0,85,37,0,26,43,59,2,0,2,6,6,165,-4112,-100
0,50,12,0,10,29,18,1,0,0,1,1,71,-11273,-7696
1,66,29,0,25,10,44,2,0,1,0,8,147,10599,13733
1,39,11,1,31,15,42,0,1,0,3,3,62,9465,6070
0,44,12,1,17,28,22,1,1,0,0,3,84,-12857,-13719
0,51,16,0,9,28,12,0,0,0,3,2,100,-7878,-11837
0,58,20,0,9,18,16,0,0,1,0,1,114,-7791,-7594
0,63,7,0,18,44,18,1,1,0,3,2,104,-14527,-16753
0,78,26,0,17,43,33,0,0,1,1,4,145,-13263,-14589
1,101,34,0,37,29,84,2,0,1,6,5,130,6704,11165
0,48,13,0,15,27,18,1,1,0,2,3,50,-10680,-12907
0,95,24,0,31,49,55,1,1,0,2,3,90,-12361,-14823
0,84,21,1,32,29,67,1,1,0,1,4,100,-5976,-8925
1,76,39,0,37,39,94,4,1,1,6,10,155,4253,7089
0,69,32,0,31,46,28,1,1,0,5,3,92,-10815,-9360
1,58,21,1,32,17,44,0,0,1,6,5,110,9851,11674
0,67,24,0,11,22,19,1,1,0,2,2,132,-12880,-14040
0,75,28,1,12,35,19,0,0,1,2,4,128,-10522,-17113
0,38,13,1,8,15,9,0,0,0,5,0,71,-2660,-3065
0,87,40,1,33,31,48,4,0,1,3,8,150,-1239,-25
0,38,4,1,9,19,10,0,0,0,5,0,73,-5666,-3152
0,74,38,1,26,41,34,1,1,1,6,3,194,-6685,-5002
1,28,8,1,22,4,25,1,0,0,6,3,45,9534,6888
1,80,25,1,31,28,55,2,0,1,0,9,163,885,-3253
0,63,12,0,3,18,6,1,0,0,0,0,124,-15081,-12081
0,61,16,1,12,30,20,0,0,0,3,1,109,-15956,-14835
0,60,17,1,15,20,26,3,1,0,2,4,111,-9122,-10967
1,70,17,1,30,19,65,2,0,1,0,8,127,10377,13600
0,75,22,1,27,47,36,3,1,0,2,3,103,-15691,-15959
0,77,29,0,26,37,63,2,0,1,0,4,125,-7997,-8804
0,73,34,1,20,28,34,1,0,0,3,4,128,-4973,-9094
0,88,29,1,30,35,55,2,1,0,4,4,140,-4869,-2451
0,91,22,0,24,40,37,1,1,0,5,2,124,-10057,-15873
0,50,15,1,27,27,23,0,1,0,4,3,110,-5014,-3700
0,88,48,0,22,32,41,1,0,0,2,3,165,-7198,-10586
1,35,8,1,23,10,29,1,0,0,3,5,80,8432,8144
1,55,25,1,40,27,61,1,0,1,6,8,130,9092,7748
0,55,13,1,23,29,36,1,1,0,0,3,99,-6942,-11549
0,60,13,0,24,27,38,1,0,0,0,1,93,-9840,-9129
0,51,14,0,41,53,55,2,0,0,5,2,120,-8485,-7200
0,79,42,0,31,40,53,1,0,0,2,4,123,-9895,-7116
0,42,16,0,23,29,37,0,0,0,2,0,90,-10984,-6755
0,64,21,1,20,33,24,2,0,0,2,2,76,-7946,-16582
1,95,23,0,32,24,62,1,1,0,2,9,121,8131,3597
0,107,23,1,25,30,36,4,1,1,6,6,161,-7521,-14068
0,59,36,1,30,45,40,1,0,0,2,2,111,-13803,-12587
0,62,15,0,13,34,8,0,0,0,6,2,117,-15616,-14897
1,78,42,1,18,14,34,1,0,1,6,9,132,11292,11647
1,93,34,1,35,27,51,3,1,1,0,11,186,8351,12292
0,68,16,1,20,33,31,1,1,0,3,2,110,-11979,-13241
0,67,37,0,24,26,47,2,0,0,3,5,131,-7084,-8808
1,68,30,1,41,23,56,1,1,1,5,10,136,10444,15580
1,29,12,0,24,9,25,2,1,0,2,3,71,8648,5390
0,94,29,1,27,35,36,1,1,0,5,6,159,-6411,-6026
0,58,12,0,17,31,20,0,0,0,3,2,85,-9707,-9712
0,77,13,1,17,43,22,0,1,0,6,4,109,-9914,-18087
1,107,57,0,36,27,61,3,1,2,5,10,200,4850,13816
1,67,19,0,32,16,48,3,1,1,3,9,89,9743,11435
0,70,25,1,23,41,43,0,0,0,3,3,147,-10924,-10016
0,28,5,1,12,22,20,0,0,0,6,0,72,-5292,-6638
1,75,24,0,26,16,50,2,0,1,3,9,153,9520,11609
0,74,23,1,39,46,43,3,1,0,2,4,119,-11594,-16526
1,61,22,0,40,13,58,2,1,1,1,10,81,13883,15505
0,41,15,0,18,33,32,1,1,0,0,3,82,-14288,-13123
0,29,5,0,11,37,11,0,0,0,0,0,82,-16311,-11981
0,6,2,0,4,17,2,0,0,0,0,0,44,-12265,-5701
0,26,3,1,9,10,15,0,0,0,3,1,74,-5187,-4695
0,63,21,1,38,37,67,0,1,0,6,6,123,-2556,-9927
0,84,37,0,28,50,47,2,1,0,0,5,113,-7783,-8957
0,61,32,1,15,23,23,2,0,0,0,1,128,-10356,-11222
0,42,17,1,15,24,10,1,0,0,0,1,93,-7263,-4751
1,67,38,0,45,28,70,1,1,1,0,8,138,8713,13533
0,23,1,0,5,20,7,0,0,0,2,0,69,-11694,-9413
0,76,41,0,36,40,65,1,0,1,3,3,122,-6655,-3186
0,78,22,1,19,20,21,1,1,0,4,5,105,-4517,-11647
0,83,21,0,26,46,28,1,0,0,3,3,128,-10882,-14094
1,88,39,1,37,23,58,2,0,2,0,11,137,12124,13490
1,56,8,1,34,15,50,3,1,1,3,9,105,12870,14454
0,63,28,1,26,29,37,1,1,1,0,5,123,-1683,300
0,60,30,0,18,37,22,1,0,0,2,2,98,-15555,-16909
1,95,34,0,30,16,40,4,0,0,2,9,123,4636,4213
1,70,30,1,30,24,50,2,0,1,6,10,112,8082,6678
1,66,15,1,27,13,45,2,1,0,6,10,125,12879,9893
1,59,11,1,43,17,64,1,1,0,5,7,117,11009,9372
0,58,26,0,16,42,13,0,0,0,3,7,116,-10615,-13118
0,45,20,0,12,24,15,0,0,0,2,0,108,-9425,-7260
0,49,6,1,22,29,28,1,0,0,0,0,76,-10985,-13627
1,77,27,1,35,22,55,1,1,0,6,8,143,3748,3330
1,65,20,1,33,15,65,3,1,0,2,9,99,13235,7569
1,38,8,1,23,11,27,1,1,0,3,2,88,8314,6593
1,52,20,0,34,25,65,2,0,1,0,6,101,5811,8970
1,49,12,0,25,12,42,1,1,0,4,3,76,6734,6205
1,82,36,0,39,33,58,4,1,2,4,10,130,5686,9606
0,89,33,1,31,42,54,0,1,1,3,3,114,-8828,-9342
0,28,11,0,5,18,7,0,0,0,0,0,86,-7688,-6436
0,69,37,1,21,38,37,1,0,0,0,3,108,-15018,-18143
0,57,19,1,14,30,19,0,0,0,3,0,92,-13228,-15449
1,55,18,0,24,18,40,1,1,0,0,9,124,5789,4323
1,75,23,0,25,26,42,3,0,1,2,7,145,2325,8360
0,69,23,1,32,31,37,3,0,0,6,4,116,-5161,-6988
1,58,36,1,33,23,46,2,1,1,6,9,106,8509,12271
1,58,17,1,27,10,62,3,1,1,6,7,94,11444,14603
0,65,16,1,20,25,23,1,1,0,0,4,128,-4775,-9217
0,99,35,1,36,39,65,3,1,1,2,3,125,-5701,7325
0,73,19,0,21,29,37,2,0,0,1,2,116,-9589,-7504
1,113,54,1,44,37,58,4,1,2,6,11,262,9053,11291
0,86,28,1,22,23,39,2,1,0,6,5,161,-3240,-2362
0,119,46,0,37,41,63,2,1,2,2,5,151,-4021,1079
0,95,30,0,17,38,23,1,1,0,4,4,141,-7759,-8844
1,92,35,0,25,25,50,1,0,2,1,7,163,6654,15839
1,74,29,1,36,30,63,3,1,1,3,8,146,6756,4878
0,85,29,1,21,29,26,1,0,0,3,3,122,-7315,-7697
1,79,38,0,25,20,61,4,0,1,0,7,156,5289,11775
1,54,17,1,33,11,30,2,1,0,2,7,115,16963,13372
0,72,19,1,21,31,18,1,0,0,0,4,109,-9577,-11177
0,45,8,0,9,24,11,0,1,0,4,1,69,-8490,-7800
1,77,42,0,39,14,63,2,1,1,0,10,126,17464,14336
1,69,19,1,36,22,65,2,1,1,3,9,118,12340,11064
1,84,28,1,36,17,59,0,1,1,1,8,89,9641,11952
1,86,32,0,38,35,63,0,1,1,3,8,162,6691,9189
0,20,7,1,7,31,13,1,0,0,3,1,56,-11237,-7524
0,28,12,0,3,16,5,0,1,0,3,1,69,-6302,-7311
0,48,19,0,23,36,34,1,0,0,1,2,105,-11913,-13523
0,42,9,0,11,29,18,0,0,0,0,3,69,-6623,-6162
0,23,8,0,4,29,6,0,0,0,3,2,90,-11422,-5741
0,42,23,0,20,33,40,2,0,0,4,2,136,-9277,-6793
1,68,33,1,37,20,51,2,0,1,1,10,129,8687,6898
1,52,24,1,29,12,45,3,1,1,5,10,126,13969,13850
1,61,29,0,24,10,39,2,1,0,1,6,113,10508,7733
1,161,36,0,52,49,86,1,0,1,2,10,162,8309,11354
1,66,24,1,34,23,60,2,1,1,2,9,135,11353,9606
1,82,18,1,45,49,72,1,1,2,6,11,203,3776,-822
0,111,19,0,39,37,66,3,1,0,3,7,170,-5622,-6534
0,77,28,0,20,33,31,2,1,0,4,2,89,-11561,-11994
1,106,28,1,39,28,76,3,0,2,3,10,165,11592,18237
0,74,26,0,24,41,51,1,0,1,1,3,139,-9640,-10436
1,55,31,0,33,10,52,3,1,1,6,9,89,14756,15810
0,60,33,1,29,26,55,2,1,0,0,5,120,406,-8094
1,74,24,1,37,21,58,1,1,1,4,7,99,7150,14147
1,69,17,1,47,38,71,2,1,1,3,8,122,7792,4973
1,85,30,1,39,15,72,3,1,2,4,11,129,7021,8989
0,36,9,0,8,23,5,2,0,0,0,0,53,-8862,-4809
1,63,24,0,36,35,67,1,1,1,6,9,107,8364,12370
0,59,16,0,22,54,26,0,1,0,6,4,112,-15101,-14357
1,90,30,0,45,16,85,2,1,1,3,9,69,16308,13800
1,97,53,1,26,24,53,3,1,1,3,10,144,2769,6985
0,41,17,0,11,28,9,1,1,0,2,2,82,-10529,-12604
1,45,22,0,33,27,58,0,1,1,6,10,134,7049,5902
0,61,16,0,21,40,22,0,1,0,3,3,91,-13398,-14662
1,52,14,1,43,25,46,2,1,1,6,11,138,13388,11929
1,46,6,1,46,20,44,2,1,1,6,10,109,12246,10994
0,54,12,0,20,36,28,0,0,0,5,0,73,-18197,-19376
1,59,16,0,28,14,40,3,0,1,0,5,130,10507,13320
0,52,18,0,25,38,35,1,0,0,6,3,85,-6178,-7815
0,103,67,0,36,45,53,4,0,0,0,6,179,-10949,-12003
0,67,31,0,27,38,46,0,0,0,3,6,169,-4223,-17765
0,86,37,1,39,17,71,4,1,0,5,8,132,1147,-437
1,74,28,0,30,17,34,2,1,1,5,8,101,9614,10893
1,51,11,1,43,39,54,2,0,0,0,11,110,1531,1621
1,37,25,1,37,13,43,2,0,1,1,11,161,19147,17436
0,55,14,0,21,35,14,0,1,0,5,3,98,-11345,-9961
0,33,13,1,8,21,6,0,0,0,0,0,85,-11534,-8722
0,53,17,1,28,55,43,1,0,0,3,3,148,-13982,-16961
0,32,10,1,7,28,3,0,0,0,3,1,42,-9572,-6952
1,86,41,1,41,31,84,1,0,1,6,8,108,5985,5142
0,86,31,1,28,34,57,2,0,0,3,6,108,-12944,-17172
0,55,15,0,17,31,17,0,1,0,3,1,71,-8486,-12828
0,92,39,1,17,34,28,1,0,0,1,1,102,-13644,-17463
0,50,14,1,18,30,27,0,0,0,0,3,112,-8744,-10294
0,77,28,1,31,35,46,2,1,1,6,7,165,-1545,-5245
1,76,27,1,35,25,61,2,1,0,1,9,145,5969,7369
1,45,21,1,21,10,26,3,1,0,0,3,94,6837,4394
0,51,29,1,25,44,34,1,0,0,6,4,122,-11701,-16963
1,81,34,1,31,15,63,4,0,2,3,10,189,8820,16710
0,29,7,1,3,14,4,0,0,0,0,1,64,-8945,-5744
0,111,53,1,24,28,39,4,1,1,5,8,186,-7561,-15964
0,55,5,1,22,23,35,3,1,0,3,4,88,-4501,-9062
0,32,3,1,9,29,5,0,0,0,4,1,73,-11915,-8235
0,51,17,0,22,39,39,1,1,0,6,1,82,-13647,-15907
0,42,14,1,11,26,18,1,1,0,6,2,70,-11139,-14983
0,71,19,1,28,39,40,1,1,0,2,3,116,-10472,-12052
1,41,9,1,17,6,16,1,1,0,6,5,59,9422,4730
1,62,20,0,36,19,49,3,1,1,6,10,145,14609,16278
1,71,32,1,35,37,59,1,0,2,6,9,117,7025,10714
1,100,28,0,32,28,52,1,1,2,6,11,135,9261,6030
0,92,46,1,44,46,84,2,1,0,0,4,176,-6829,-13179
1,105,39,1,31,23,70,3,1,1,6,7,137,4011,4737
0,97,25,0,31,47,51,2,0,1,5,3,134,-9661,-9377
1,69,29,1,37,20,73,1,0,1,2,11,144,11111,12072
1,65,29,1,31,26,62,1,0,1,1,5,138,5555,8772
1,29,4,0,22,8,31,1,0,0,2,4,47,11384,5493
0,91,28,1,40,49,40,0,0,0,6,4,117,-6988,-11643
0,61,24,0,12,27,18,0,0,0,3,2,133,-9589,-9838
0,58,25,1,20,21,24,2,1,0,2,3,98,-8431,-13711
0,47,16,1,20,42,34,0,1,0,3,0,86,-13553,-11108
0,41,4,0,8,22,5,0,0,0,0,0,70,-10031,-5401
0,47,12,1,17,37,21,1,1,0,5,3,111,-13645,-16073
1,65,29,1,40,25,60,2,1,2,6,10,114,9891,9208
1,39,4,1,21,3,23,0,0,0,3,3,84,12180,8755
0,29,4,1,7,17,10,0,0,0,4,1,71,-6331,-3832
1,68,18,0,27,26,58,3,1,1,6,9,105,8956,11431
